drone_id,x,y,z,time
Drone_7154,38.23,57.87,17.38,57
Drone_7154,2.1,43.67,10.63,58
Drone_7155,69.92,40.98,9.79,80
Drone_7155,8.34,93.93,15.82,81
Drone_7155,80.33,19.71,3.79,82
Drone_7155,7.3,87.94,5.41,83
Drone_7155,33.56,83.72,8.77,84
Drone_7156,86.62,61.44,14.67,86
Drone_7156,43.23,14.68,1.52,87
Drone_7156,42.59,17.46,5.59,88
Drone_7156,58.9,23.32,3.49,89
Drone_7156,35.08,70.12,7.81,90
Drone_7157,79.28,33.62,15.88,89
Drone_7157,34.43,11.95,2.86,90
Drone_7157,74.79,42.1,15.01,91
Drone_7157,6.36,74.78,7.24,92
Drone_7157,90.79,68.86,15.23,93
Drone_7158,86.35,48.87,10.56,89
Drone_7158,9.26,31.7,7.37,90
Drone_7158,71.1,1.94,6.33,91
Drone_7158,30.74,77.83,12.2,92
Drone_7158,3.97,6.41,3.35,93
Drone_7159,17.99,90.22,7.23,5
Drone_7159,84.49,89.96,2.58,6
Drone_7159,1.43,59.81,10.37,7
Drone_7159,53.13,34.99,0.9,8
Drone_7159,83.72,31.02,17.44,9
Drone_7160,19.92,81.21,2.59,10
Drone_7160,19.75,62.82,9.23,11
Drone_7160,54.98,96.22,11.02,12
Drone_7160,46.51,48.82,8.48,13
Drone_7160,74.6,75.76,2.6,14
Drone_7161,98.95,90.2,14.72,95
Drone_7161,72.72,5.98,11.6,96
Drone_7161,57.66,58.22,19.3,97
Drone_7161,86.35,40.18,16.82,98
Drone_7161,6.33,24.06,10.72,99
Drone_7162,73.61,25.96,18.3,42
Drone_7162,64.42,10.42,17.57,43
Drone_7162,16.52,86.08,17.03,44
Drone_7162,66.84,69.83,12.59,45
Drone_7162,8.17,72.07,10.92,46
Drone_7163,13.8,14.75,8.13,100
Drone_7163,64.41,56.42,15.07,101
Drone_7163,10.22,57.73,13.9,102
Drone_7163,69.92,12.79,7.07,103
Drone_7163,78.72,37.55,17.35,104
Drone_7164,43.6,58.51,2.7,93
Drone_7164,93.57,27.67,16.81,94
Drone_7164,38.0,55.59,10.57,95
Drone_7164,0.47,2.3,14.47,96
Drone_7164,55.88,61.3,14.85,97
Drone_7165,16.95,38.65,16.48,19
Drone_7165,17.98,92.99,4.25,20
Drone_7165,85.11,1.23,12.33,21
Drone_7165,40.12,32.58,7.96,22
Drone_7165,92.75,100.0,2.75,23
Drone_7166,5.7,21.45,16.93,2
Drone_7166,94.84,4.07,4.25,3
Drone_7166,39.55,12.48,11.24,4
Drone_7166,32.53,1.66,15.25,5
Drone_7166,41.65,19.62,15.34,6
Drone_7167,71.48,8.48,4.26,94
Drone_7167,22.3,55.87,13.76,95
Drone_7167,63.18,71.31,2.07,96
Drone_7167,24.91,68.43,9.13,97
Drone_7167,2.22,62.85,1.29,98
Drone_7168,36.39,5.05,12.96,39
Drone_7168,80.81,69.96,9.63,40
Drone_7168,22.97,24.29,11.27,41
Drone_7168,65.53,3.58,13.12,42
Drone_7168,47.35,81.39,11.5,43
Drone_7169,83.22,96.75,8.91,58
Drone_7169,36.92,73.16,3.63,59
Drone_7169,6.96,70.8,11.2,60
Drone_7169,23.39,48.61,6.97,61
Drone_7169,47.4,97.9,15.65,62
Drone_7170,55.52,8.71,9.65,39
Drone_7170,61.79,56.59,8.96,40
Drone_7170,16.91,0.63,14.33,41
Drone_7170,23.08,21.71,13.79,42
Drone_7170,35.2,90.86,15.77,43
Drone_7171,54.33,1.97,8.01,56
Drone_7171,97.25,38.44,19.21,57
Drone_7171,72.54,55.02,7.68,58
Drone_7171,94.98,37.93,18.27,59
Drone_7171,63.73,79.76,17.26,60
Drone_7172,3.08,13.43,9.39,84
Drone_7172,46.62,10.81,13.8,85
Drone_7172,49.32,86.67,0.21,86
Drone_7172,11.19,80.23,8.81,87
Drone_7172,98.96,62.85,4.65,88
Drone_7173,2.6,12.1,18.21,70
Drone_7173,4.69,32.38,16.28,71
Drone_7173,6.27,15.21,18.88,72
Drone_7173,53.26,86.98,3.8,73
Drone_7173,44.73,57.13,5.7,74
Drone_7174,54.59,0.91,5.99,97
Drone_7174,75.28,37.56,17.68,98
Drone_7174,82.25,95.33,16.6,99
Drone_7174,72.23,96.62,6.4,100
Drone_7174,69.06,94.6,14.51,101
Drone_7175,9.11,65.29,10.23,28
Drone_7175,97.26,0.82,15.71,29
Drone_7175,40.42,28.38,2.95,30
Drone_7175,17.26,30.59,4.6,31
Drone_7175,69.99,72.39,14.35,32
Drone_7176,75.03,62.75,13.93,49
Drone_7176,47.27,35.04,0.76,50
Drone_7176,93.22,5.43,2.5,51
Drone_7176,60.67,21.89,1.04,52
Drone_7176,22.53,28.57,7.31,53
Drone_7177,53.66,77.56,1.07,22
Drone_7177,69.69,20.8,2.89,23
Drone_7177,66.07,62.61,14.82,24
Drone_7177,76.05,60.76,16.29,25
Drone_7177,54.38,56.32,11.81,26
Drone_7178,67.76,77.86,10.21,2
Drone_7178,75.11,98.09,14.78,3
Drone_7178,30.88,71.92,5.88,4
Drone_7178,25.58,85.58,9.06,5
Drone_7178,41.95,50.7,3.19,6
Drone_7179,34.0,78.03,5.86,52
Drone_7179,5.66,62.09,7.64,53
Drone_7179,47.42,31.29,7.43,54
Drone_7179,99.8,38.35,17.29,55
Drone_7179,59.4,10.23,8.53,56
Drone_7180,11.42,3.15,2.25,56
Drone_7180,59.96,69.68,7.96,57
Drone_7180,33.83,58.8,14.58,58
Drone_7180,4.44,59.27,1.71,59
Drone_7180,17.42,85.3,18.7,60
Drone_7181,28.69,27.39,1.9,27
Drone_7181,66.84,72.18,11.08,28
Drone_7181,45.98,43.21,7.39,29
Drone_7181,35.37,60.96,14.88,30
Drone_7181,95.79,31.48,11.15,31
Drone_7182,67.85,42.83,11.28,91
Drone_7182,9.12,30.7,16.58,92
Drone_7182,73.67,25.78,4.66,93
Drone_7182,96.96,91.22,16.39,94
Drone_7182,80.59,80.22,13.14,95
Drone_7183,38.71,64.89,11.5,83
Drone_7183,46.54,66.83,19.55,84
Drone_7183,62.3,84.61,13.93,85
Drone_7183,62.56,16.77,15.83,86
Drone_7183,33.82,51.79,5.01,87
Drone_7184,95.75,22.55,10.33,55
Drone_7184,35.04,47.04,19.48,56
Drone_7184,52.07,21.02,8.45,57
Drone_7184,91.98,98.73,7.99,58
Drone_7184,46.26,43.35,16.85,59
Drone_7185,93.0,42.43,12.56,35
Drone_7185,84.23,31.33,9.21,36
Drone_7185,52.32,91.38,5.46,37
Drone_7185,72.75,7.49,19.36,38
Drone_7185,80.71,79.86,11.72,39
Drone_7186,73.33,73.87,3.93,93
Drone_7186,95.32,3.28,6.49,94
Drone_7186,9.15,86.46,15.08,95
Drone_7186,16.38,66.23,18.83,96
Drone_7186,3.86,56.45,19.29,97
Drone_7187,94.14,0.45,8.25,39
Drone_7187,95.82,77.82,10.39,40
Drone_7187,23.94,41.71,1.05,41
Drone_7187,43.49,52.36,12.2,42
Drone_7187,39.82,94.73,6.26,43
Drone_7188,97.19,46.97,0.87,68
Drone_7188,3.07,80.26,12.04,69
Drone_7188,32.09,54.45,18.17,70
Drone_7188,41.05,92.16,14.24,71
Drone_7188,1.31,92.18,13.33,72
Drone_7189,43.7,50.55,13.68,25
Drone_7189,14.06,45.12,18.42,26
Drone_7189,85.43,45.13,4.98,27
Drone_7189,52.16,26.28,19.43,28
Drone_7189,89.95,52.15,7.61,29
Drone_7190,0.97,93.78,2.0,83
Drone_7190,2.98,1.96,17.47,84
Drone_7190,5.18,5.35,0.64,85
Drone_7190,11.29,9.92,13.05,86
Drone_7190,53.8,31.27,12.05,87
Drone_7191,76.83,41.6,15.03,100
Drone_7191,16.04,65.09,3.15,101
Drone_7191,14.08,26.13,7.51,102
Drone_7191,86.6,52.94,7.22,103
Drone_7191,29.61,79.04,2.83,104
Drone_7192,59.1,60.56,19.53,30
Drone_7192,26.85,90.63,16.93,31
Drone_7192,21.96,25.81,18.81,32
Drone_7192,2.73,15.23,2.53,33
Drone_7192,41.78,92.39,18.8,34
Drone_7193,43.77,65.05,12.36,47
Drone_7193,54.09,16.2,16.18,48
Drone_7193,70.15,79.44,7.06,49
Drone_7193,94.62,76.55,4.39,50
Drone_7193,36.34,73.49,11.18,51
Drone_7194,81.19,77.27,14.54,77
Drone_7194,13.16,8.01,0.42,78
Drone_7194,32.9,27.04,14.42,79
Drone_7194,19.89,17.04,11.98,80
Drone_7194,12.97,38.52,14.91,81
Drone_7195,72.04,80.21,14.42,24
Drone_7195,5.16,85.08,6.46,25
Drone_7195,28.41,23.69,2.71,26
Drone_7195,68.13,20.75,17.42,27
Drone_7195,48.98,8.27,8.63,28
Drone_7196,54.4,6.76,19.65,50
Drone_7196,43.97,67.04,19.52,51
Drone_7196,91.74,16.96,4.07,52
Drone_7196,15.27,24.03,15.4,53
Drone_7196,63.9,87.33,4.35,54
Drone_7197,38.61,11.71,7.0,76
Drone_7197,10.75,17.64,10.83,77
Drone_7197,80.28,12.94,14.95,78
Drone_7197,14.98,60.26,1.52,79
Drone_7197,67.84,40.83,17.36,80
Drone_7198,66.36,6.77,19.25,20
Drone_7198,95.21,30.7,6.06,21
Drone_7198,37.22,56.46,18.0,22
Drone_7198,84.84,73.28,9.48,23
Drone_7198,32.21,16.25,4.65,24
Drone_7199,7.05,55.14,12.45,41
Drone_7199,92.08,32.16,17.76,42
Drone_7199,34.64,6.08,12.75,43
Drone_7199,89.38,90.92,5.09,44
Drone_7199,9.08,54.58,15.86,45
Drone_7200,98.8,8.33,8.52,75
Drone_7200,24.49,44.5,16.96,76
Drone_7200,15.19,12.63,11.97,77
Drone_7200,40.89,46.78,11.74,78
Drone_7200,12.33,84.89,7.02,79
Drone_7201,83.14,49.84,16.95,49
Drone_7201,80.24,27.43,12.4,50
Drone_7201,67.75,13.42,11.5,51
Drone_7201,13.55,27.05,13.32,52
Drone_7201,83.16,21.33,16.01,53
Drone_7202,61.19,60.08,9.14,25
Drone_7202,34.99,94.54,2.05,26
Drone_7202,17.08,89.3,7.77,27
Drone_7202,9.84,99.5,10.08,28
Drone_7202,89.37,28.29,9.96,29
Drone_7203,35.61,82.85,7.8,50
Drone_7203,50.54,92.49,14.41,51
Drone_7203,53.38,21.08,10.42,52
Drone_7203,63.16,10.58,3.95,53
Drone_7203,42.12,58.54,19.48,54
Drone_7204,97.95,36.98,11.83,14
Drone_7204,4.55,5.44,12.64,15
Drone_7204,84.17,70.81,1.25,16
Drone_7204,50.13,94.65,15.8,17
Drone_7204,97.77,72.71,8.07,18
Drone_7205,61.23,32.62,15.07,49
Drone_7205,52.61,80.37,15.36,50
Drone_7205,26.16,20.37,0.22,51
Drone_7205,40.07,42.38,19.59,52
Drone_7205,32.69,1.31,11.32,53
Drone_7206,10.71,40.14,7.13,11
Drone_7206,52.21,76.52,12.15,12
Drone_7206,52.1,88.13,5.08,13
Drone_7206,39.8,3.44,10.69,14
Drone_7206,57.41,53.31,8.46,15
Drone_7207,30.41,32.47,4.59,85
Drone_7207,23.11,83.85,1.83,86
Drone_7207,41.64,63.28,5.27,87
Drone_7207,98.14,66.77,6.86,88
Drone_7207,55.81,0.21,3.57,89
Drone_7208,63.37,16.88,9.81,72
Drone_7208,57.33,56.5,16.0,73
Drone_7208,45.99,71.4,3.08,74
Drone_7208,5.52,18.95,10.99,75
Drone_7208,84.22,33.69,1.18,76
Drone_7209,8.21,24.49,6.51,29
Drone_7209,77.37,89.61,14.68,30
Drone_7209,39.46,29.21,6.02,31
Drone_7209,8.46,40.83,2.14,32
Drone_7209,18.57,7.08,9.47,33
Drone_7210,62.88,39.48,9.56,39
Drone_7210,26.88,12.64,1.8,40
Drone_7210,2.56,21.63,16.89,41
Drone_7210,98.36,93.5,16.61,42
Drone_7210,90.03,61.78,18.54,43
Drone_7211,94.44,80.3,19.36,62
Drone_7211,43.59,9.71,19.27,63
Drone_7211,63.95,22.82,1.94,64
Drone_7211,98.96,40.7,4.12,65
Drone_7211,92.02,98.38,3.33,66
Drone_7212,16.2,59.2,9.82,0
Drone_7212,3.26,48.11,14.8,1
Drone_7212,19.33,95.02,5.66,2
Drone_7212,42.25,20.84,17.2,3
Drone_7212,20.08,3.2,10.49,4
Drone_7213,36.72,73.01,15.83,98
Drone_7213,76.28,2.13,7.98,99
Drone_7213,25.87,66.49,10.21,100
Drone_7213,83.38,87.12,15.79,101
Drone_7213,87.27,43.12,14.31,102
Drone_7214,4.16,80.44,18.39,41
Drone_7214,83.22,1.17,17.51,42
Drone_7214,8.94,82.93,6.92,43
Drone_7214,33.91,16.93,11.91,44
Drone_7214,5.84,4.65,14.78,45
Drone_7215,89.68,57.24,11.85,90
Drone_7215,93.13,70.36,5.77,91
Drone_7215,1.68,98.38,16.21,92
Drone_7215,70.79,23.49,0.29,93
Drone_7215,91.74,45.63,11.89,94
Drone_7216,6.94,1.4,19.78,59
Drone_7216,95.73,21.53,5.09,60
Drone_7216,67.28,3.22,16.88,61
Drone_7216,23.07,49.66,18.51,62
Drone_7216,43.0,41.3,6.51,63
Drone_7217,62.48,16.87,8.03,56
Drone_7217,14.27,67.18,14.86,57
Drone_7217,51.24,21.19,15.07,58
Drone_7217,22.1,9.46,5.26,59
Drone_7217,44.74,93.81,15.35,60
Drone_7218,50.74,5.75,15.74,48
Drone_7218,15.36,89.17,1.21,49
Drone_7218,9.9,51.51,18.97,50
Drone_7218,66.8,23.29,15.49,51
Drone_7218,20.97,37.91,13.02,52
Drone_7219,92.56,13.11,19.23,23
Drone_7219,85.77,16.05,16.07,24
Drone_7219,75.5,59.68,2.19,25
Drone_7219,75.08,56.37,16.16,26
Drone_7219,32.71,42.35,1.15,27
Drone_7220,49.0,69.21,15.12,67
Drone_7220,61.88,5.95,4.9,68
Drone_7220,92.42,55.69,8.55,69
Drone_7220,36.06,30.9,6.14,70
Drone_7220,93.89,2.35,3.0,71
Drone_7221,42.16,53.91,18.55,1
Drone_7221,25.99,46.95,6.27,2
Drone_7221,14.3,27.43,13.0,3
Drone_7221,99.6,60.64,9.31,4
Drone_7221,57.43,84.88,0.76,5
Drone_7222,58.21,95.78,18.96,10
Drone_7222,84.53,59.58,17.84,11
Drone_7222,22.71,36.29,10.25,12
Drone_7222,2.94,35.51,4.11,13
Drone_7222,77.04,63.87,16.6,14
Drone_7223,25.09,69.72,0.38,52
Drone_7223,17.78,21.96,13.0,53
Drone_7223,97.4,45.96,19.03,54
Drone_7223,82.45,52.25,8.72,55
Drone_7223,52.0,16.63,3.77,56
Drone_7224,64.58,85.29,15.57,99
Drone_7224,46.2,24.61,18.0,100
Drone_7224,87.74,59.42,10.27,101
Drone_7224,85.74,57.12,5.17,102
Drone_7224,76.34,69.93,6.27,103
Drone_7225,39.01,20.37,2.1,84
Drone_7225,75.8,61.36,19.39,85
Drone_7225,65.49,98.68,18.29,86
Drone_7225,6.31,71.63,8.84,87
Drone_7225,49.59,41.18,12.01,88
Drone_7226,91.52,61.99,12.27,46
Drone_7226,22.65,96.19,1.17,47
Drone_7226,51.69,42.7,8.38,48
Drone_7226,63.09,7.6,15.86,49
Drone_7226,32.31,34.1,14.4,50
Drone_7227,50.84,58.3,13.65,89
Drone_7227,59.07,13.2,7.78,90
Drone_7227,23.54,99.66,14.95,91
Drone_7227,62.56,15.69,6.76,92
Drone_7227,41.94,87.43,5.24,93
Drone_7228,18.14,90.76,19.81,48
Drone_7228,57.98,69.84,19.81,49
Drone_7228,33.4,18.62,4.79,50
Drone_7228,14.18,61.38,12.64,51
Drone_7228,83.41,70.76,3.81,52
Drone_7229,52.77,7.28,2.0,0
Drone_7229,24.74,64.15,9.04,1
Drone_7229,31.97,97.06,10.42,2
Drone_7229,25.35,84.23,14.01,3
Drone_7229,36.76,29.13,15.42,4
Drone_7230,13.62,13.66,4.98,37
Drone_7230,8.04,70.25,16.68,38
Drone_7230,95.4,78.0,4.53,39
Drone_7230,57.75,58.96,15.84,40
Drone_7230,63.5,23.21,11.52,41
Drone_7231,91.71,39.13,19.62,42
Drone_7231,60.65,32.33,4.17,43
Drone_7231,63.2,22.57,6.92,44
Drone_7231,70.32,0.06,9.2,45
Drone_7231,47.29,69.15,16.15,46
Drone_7232,84.73,41.7,15.4,45
Drone_7232,23.41,72.75,1.05,46
Drone_7232,15.17,92.65,19.93,47
Drone_7232,14.8,3.62,6.73,48
Drone_7232,8.58,4.04,7.44,49
Drone_7233,83.06,85.83,19.77,58
Drone_7233,4.98,33.69,6.72,59
Drone_7233,58.2,60.68,18.59,60
Drone_7233,65.99,45.07,2.72,61
Drone_7233,27.53,41.57,8.91,62
Drone_7234,28.22,32.39,14.06,58
Drone_7234,80.3,42.26,14.41,59
Drone_7234,51.86,68.92,16.92,60
Drone_7234,82.32,67.47,19.13,61
Drone_7234,28.39,50.64,5.37,62
Drone_7235,59.79,54.99,5.38,25
Drone_7235,89.46,88.12,15.51,26
Drone_7235,94.2,51.37,6.57,27
Drone_7235,83.55,22.62,11.73,28
Drone_7235,85.95,35.86,1.45,29
Drone_7236,45.65,9.24,8.48,74
Drone_7236,31.45,91.29,12.63,75
Drone_7236,8.94,63.29,19.07,76
Drone_7236,65.44,23.49,13.71,77
Drone_7236,75.1,65.11,6.85,78
Drone_7237,19.12,26.17,16.56,76
Drone_7237,19.88,35.84,6.92,77
Drone_7237,84.99,82.95,14.35,78
Drone_7237,50.67,21.16,1.5,79
Drone_7237,52.76,27.67,16.46,80
Drone_7238,80.67,64.77,7.21,85
Drone_7238,93.34,77.27,8.62,86
Drone_7238,98.01,25.71,10.32,87
Drone_7238,61.4,3.53,15.95,88
Drone_7238,7.39,82.33,6.85,89
Drone_7239,29.71,97.15,11.73,79
Drone_7239,49.33,29.16,8.3,80
Drone_7239,60.39,74.56,10.49,81
Drone_7239,33.73,35.55,6.92,82
Drone_7239,72.5,74.57,3.46,83
Drone_7240,61.14,98.15,9.84,71
Drone_7240,32.04,39.58,13.85,72
Drone_7240,36.19,8.82,14.72,73
Drone_7240,83.57,8.78,12.4,74
Drone_7240,77.23,84.68,3.9,75
Drone_7241,41.47,39.55,2.49,80
Drone_7241,66.19,61.26,8.26,81
Drone_7241,67.95,97.55,5.61,82
Drone_7241,7.08,90.99,15.38,83
Drone_7241,0.21,7.09,16.4,84
Drone_7242,25.1,63.38,2.67,33
Drone_7242,66.26,48.88,13.14,34
Drone_7242,62.2,84.75,4.31,35
Drone_7242,37.61,39.91,19.52,36
Drone_7242,62.85,59.74,15.21,37
Drone_7243,38.48,18.45,11.88,77
Drone_7243,51.7,44.82,12.19,78
Drone_7243,27.82,9.45,7.52,79
Drone_7243,30.95,13.61,0.25,80
Drone_7243,55.05,57.8,0.67,81
Drone_7244,3.28,69.96,19.4,43
Drone_7244,37.05,27.76,0.73,44
Drone_7244,95.38,48.49,1.2,45
Drone_7244,91.19,47.02,15.15,46
Drone_7244,13.65,43.47,15.92,47
Drone_7245,61.81,94.56,10.96,59
Drone_7245,79.98,46.12,1.12,60
Drone_7245,43.56,68.18,4.16,61
Drone_7245,67.84,35.05,15.89,62
Drone_7245,92.31,99.88,1.2,63
Drone_7246,48.06,85.14,10.33,79
Drone_7246,90.89,91.13,17.79,80
Drone_7246,60.86,88.62,11.0,81
Drone_7246,1.42,60.53,15.73,82
Drone_7246,61.2,94.7,0.8,83
Drone_7247,45.25,3.94,16.15,59
Drone_7247,0.15,56.64,14.15,60
Drone_7247,85.71,60.34,6.25,61
Drone_7247,30.14,18.94,14.27,62
Drone_7247,77.35,53.17,4.61,63
Drone_7248,94.06,86.02,19.1,80
Drone_7248,65.38,21.56,12.75,81
Drone_7248,30.95,36.26,3.04,82
Drone_7248,20.74,0.64,19.51,83
Drone_7248,7.73,40.46,11.45,84
Drone_7249,56.29,98.87,1.43,7
Drone_7249,48.83,68.76,0.03,8
Drone_7249,99.59,28.55,12.8,9
Drone_7249,73.42,28.63,13.18,10
Drone_7249,24.58,53.83,11.29,11
Drone_7250,8.76,15.7,8.37,97
Drone_7250,24.54,57.11,14.38,98
Drone_7250,91.05,14.51,7.13,99
Drone_7250,16.89,97.99,4.76,100
Drone_7250,56.13,58.24,6.74,101
Drone_7251,51.22,1.92,4.91,11
Drone_7251,46.72,15.05,17.3,12
Drone_7251,43.77,44.15,5.36,13
Drone_7251,90.81,94.71,1.54,14
Drone_7251,64.76,9.3,10.17,15
Drone_7252,51.21,10.95,19.54,62
Drone_7252,55.03,95.55,8.89,63
Drone_7252,51.04,45.91,17.91,64
Drone_7252,89.83,5.21,14.09,65
Drone_7252,32.41,14.57,16.4,66
Drone_7253,70.37,95.32,0.29,17
Drone_7253,13.81,21.06,19.31,18
Drone_7253,57.08,9.74,0.57,19
Drone_7253,95.74,92.46,14.21,20
Drone_7253,85.52,26.32,15.0,21
Drone_7254,28.35,14.75,10.27,68
Drone_7254,82.55,70.94,10.26,69
Drone_7254,84.98,39.47,9.19,70
Drone_7254,57.99,43.95,10.97,71
Drone_7254,31.15,5.75,15.37,72
Drone_7255,44.31,38.04,17.25,58
Drone_7255,46.61,51.33,13.38,59
Drone_7255,47.95,96.44,2.65,60
Drone_7255,12.33,79.58,16.78,61
Drone_7255,3.51,99.73,13.49,62
Drone_7256,38.5,53.83,18.61,90
Drone_7256,86.23,53.09,19.19,91
Drone_7256,69.34,47.21,7.95,92
Drone_7256,19.16,34.76,14.77,93
Drone_7256,74.24,98.05,0.1,94
Drone_7257,15.72,95.64,2.58,36
Drone_7257,62.05,27.24,11.58,37
Drone_7257,80.38,4.96,2.56,38
Drone_7257,64.45,51.92,9.47,39
Drone_7257,27.21,46.62,9.37,40
Drone_7258,59.98,5.73,7.26,5
Drone_7258,38.95,77.76,6.84,6
Drone_7258,84.56,84.55,13.73,7
Drone_7258,22.42,56.5,1.2,8
Drone_7258,58.75,73.2,14.44,9
Drone_7259,72.86,68.86,17.51,91
Drone_7259,63.52,41.83,10.49,92
Drone_7259,20.93,36.78,3.57,93
Drone_7259,21.49,72.35,5.14,94
Drone_7259,59.54,63.99,4.18,95
Drone_7260,85.99,76.09,0.29,18
Drone_7260,76.33,5.11,6.84,19
Drone_7260,21.79,95.97,5.71,20
Drone_7260,50.98,39.32,10.26,21
Drone_7260,66.88,25.7,1.76,22
Drone_7261,41.47,41.21,9.96,62
Drone_7261,61.28,14.78,14.48,63
Drone_7261,14.03,24.51,14.36,64
Drone_7261,86.75,84.58,5.33,65
Drone_7261,69.18,46.87,3.92,66
Drone_7262,71.11,95.48,7.71,52
Drone_7262,68.24,12.44,3.66,53
Drone_7262,54.8,18.85,2.47,54
Drone_7262,36.5,21.37,9.41,55
Drone_7262,73.77,11.01,1.52,56
Drone_7263,86.1,38.89,8.95,75
Drone_7263,79.55,44.84,6.47,76
Drone_7263,14.31,71.51,13.27,77
Drone_7263,78.21,34.21,10.25,78
Drone_7263,50.42,25.39,13.64,79
Drone_7264,46.0,86.69,8.1,11
Drone_7264,8.19,38.45,1.91,12
Drone_7264,34.63,15.9,3.96,13
Drone_7264,56.04,20.73,12.62,14
Drone_7264,32.48,52.76,14.94,15
Drone_7265,83.95,98.93,8.08,25
Drone_7265,8.07,34.19,16.31,26
Drone_7265,2.2,81.63,16.12,27
Drone_7265,21.88,68.16,15.52,28
Drone_7265,39.09,75.18,16.46,29
Drone_7266,82.0,13.86,0.52,58
Drone_7266,94.28,39.16,12.15,59
Drone_7266,36.38,26.5,10.77,60
Drone_7266,2.56,33.54,0.35,61
Drone_7266,51.66,22.96,13.59,62
Drone_7267,65.44,57.44,15.84,31
Drone_7267,27.82,23.03,15.92,32
Drone_7267,83.76,35.79,6.87,33
Drone_7267,81.71,77.35,9.09,34
Drone_7267,60.15,48.1,9.77,35
Drone_7268,97.59,72.66,17.19,75
Drone_7268,54.5,97.97,6.26,76
Drone_7268,6.11,84.13,7.39,77
Drone_7268,31.9,86.82,1.25,78
Drone_7268,38.13,38.43,7.19,79
Drone_7269,95.39,21.31,9.44,62
Drone_7269,25.17,5.36,11.5,63
Drone_7269,10.58,52.72,13.05,64
Drone_7269,77.48,41.3,18.9,65
Drone_7269,30.83,60.69,17.78,66
Drone_7270,47.83,79.9,8.2,10
Drone_7270,27.64,3.29,17.89,11
Drone_7270,83.27,69.7,11.2,12
Drone_7270,35.88,60.39,18.92,13
Drone_7270,1.26,46.8,8.26,14
Drone_7271,99.04,4.82,1.45,57
Drone_7271,10.63,17.21,16.68,58
Drone_7271,56.9,51.97,0.79,59
Drone_7271,17.13,34.66,13.98,60
Drone_7271,31.12,42.48,18.39,61
Drone_7272,40.84,88.4,9.49,59
Drone_7272,66.37,34.23,17.25,60
Drone_7272,12.9,24.53,3.28,61
Drone_7272,93.06,64.64,1.11,62
Drone_7272,57.85,64.85,4.96,63
Drone_7273,12.04,39.59,12.61,75
Drone_7273,87.26,41.51,12.42,76
Drone_7273,90.61,49.27,19.02,77
Drone_7273,60.26,98.79,7.5,78
Drone_7273,61.12,75.42,13.39,79
Drone_7274,39.56,42.01,6.48,87
Drone_7274,74.18,10.93,18.06,88
Drone_7274,74.76,38.83,11.16,89
Drone_7274,24.42,73.98,19.35,90
Drone_7274,72.78,80.11,10.66,91
Drone_7275,66.85,14.64,6.57,24
Drone_7275,57.03,83.31,2.96,25
Drone_7275,41.28,82.49,0.88,26
Drone_7275,37.77,75.8,18.64,27
Drone_7275,76.22,13.21,8.75,28
Drone_7276,46.77,33.37,12.85,47
Drone_7276,96.07,51.42,6.24,48
Drone_7276,81.48,77.35,10.96,49
Drone_7276,14.91,85.73,10.17,50
Drone_7276,9.13,11.66,2.62,51
Drone_7277,28.95,87.6,1.24,89
Drone_7277,88.33,84.77,18.27,90
Drone_7277,77.85,34.8,1.2,91
Drone_7277,71.25,69.41,19.14,92
Drone_7277,1.55,27.08,8.4,93
Drone_7278,37.19,72.71,6.34,26
Drone_7278,51.86,34.11,5.51,27
Drone_7278,26.22,84.55,19.3,28
Drone_7278,7.95,50.39,18.71,29
Drone_7278,24.56,23.18,0.64,30
Drone_7279,36.15,0.48,13.33,73
Drone_7279,16.62,27.41,3.82,74
Drone_7279,8.82,3.16,9.51,75
Drone_7279,30.12,22.35,1.86,76
Drone_7279,88.05,10.13,8.8,77
Drone_7280,86.07,63.54,18.32,5
Drone_7280,0.97,60.94,10.11,6
Drone_7280,92.02,62.42,9.57,7
Drone_7280,38.36,72.14,5.03,8
Drone_7280,44.28,44.53,16.0,9
Drone_7281,65.75,81.47,12.12,81
Drone_7281,95.36,93.74,2.11,82
Drone_7281,39.07,47.27,7.5,83
Drone_7281,80.25,76.41,2.06,84
Drone_7281,8.15,37.9,7.43,85
Drone_7282,12.43,81.44,16.66,67
Drone_7282,57.77,58.9,12.99,68
Drone_7282,42.55,44.7,5.36,69
Drone_7282,50.7,40.5,19.0,70
Drone_7282,75.53,14.41,19.91,71
Drone_7283,63.07,26.34,7.66,99
Drone_7283,36.86,32.13,15.7,100
Drone_7283,50.71,31.09,17.85,101
Drone_7283,74.11,86.27,11.0,102
Drone_7283,89.36,54.23,8.2,103
Drone_7284,61.96,91.69,17.06,81
Drone_7284,12.32,52.33,1.59,82
Drone_7284,96.51,12.62,7.62,83
Drone_7284,53.73,55.7,8.02,84
Drone_7284,2.31,5.59,4.46,85
Drone_7285,41.53,6.19,19.7,86
Drone_7285,46.0,33.24,14.69,87
Drone_7285,33.81,49.99,6.59,88
Drone_7285,66.3,28.74,1.62,89
Drone_7285,71.39,67.97,4.99,90
Drone_7286,73.53,4.88,17.43,97
Drone_7286,45.66,48.33,16.29,98
Drone_7286,70.14,20.6,19.44,99
Drone_7286,17.23,17.59,10.82,100
Drone_7286,79.0,25.74,18.57,101
Drone_7287,10.85,43.99,13.15,79
Drone_7287,73.18,89.17,11.23,80
Drone_7287,96.2,52.38,11.86,81
Drone_7287,48.64,66.46,19.26,82
